Date,Price
2025-04-30,239.0971221923828
2025-04-30,237.3290557861328
2025-04-30,235.74081420898438
2025-04-30,227.75958251953125
2025-04-30,232.54432678222656
2025-04-30,232.21469116210938
2025-04-30,232.9638671875
2025-04-30,227.3800048828125
2025-04-30,227.64999389648438
2025-04-30,232.6199951171875
2025-04-30,236.8699951171875
2025-04-30,241.52999877929688
2025-04-30,244.60000610351562
2025-04-30,244.47000122070312
2025-04-30,244.8699951171875
2025-04-30,245.8300018310547
2025-04-30,245.5500030517578
2025-04-30,247.10000610351562
2025-04-30,247.0399932861328
2025-04-30,240.36000061035156
2025-04-30,237.3000030517578
2025-04-30,241.83999633789062
2025-04-30,238.02999877929688
2025-04-30,235.92999267578125
2025-04-30,235.74000549316406
2025-04-30,235.3300018310547
